INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionTechCost,,,,,,
,,,,,,
Region,sector.name,subsector.name,technology,year,minicam.non.energy.input,input.cost
OD,Chem_Fert_enuse,biomass,biomass,2010,non-energy,336.9107492
PB,Chem_Fert_enuse,biomass,biomass,2010,non-energy,208.3068975
PC,Chem_Fert_enuse,biomass,biomass,2010,non-energy,208.3068975
RJ,Chem_Fert_enuse,biomass,biomass,2010,non-energy,208.3068975
SK,Chem_Fert_enuse,biomass,biomass,2010,non-energy,208.3068975
TN,Chem_Fert_enuse,biomass,biomass,2010,non-energy,248.6211727
TR,Chem_Fert_enuse,biomass,biomass,2010,non-energy,208.3068975
TS,Chem_Fert_enuse,biomass,biomass,2010,non-energy,208.3068975
UK,Chem_Fert_enuse,biomass,biomass,2010,non-energy,202.5146955
UP,Chem_Fert_enuse,biomass,biomass,2010,non-energy,266.6774725
WB,Chem_Fert_enuse,biomass,biomass,2010,non-energy,208.3068975
AN,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
AP,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
AR,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
AS,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
BR,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
CG,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
CH,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
DD,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
DL,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
DN,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
GA,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
GJ,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,526.8016345
HP,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
HR,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
JH,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
JK,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
KA,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
KL,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
LA,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
LD,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
MH,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
ML,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
MN,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
MP,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
MZ,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
NL,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
OD,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,846.223628
PB,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
PC,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
RJ,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
SK,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
TN,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,625.4996868
TR,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
TS,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
UK,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,510.2334937
UP,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,670.6404363
WB,Chem_Fert_enuse,biomass,biomass cogen,2010,non-energy,524.7139987
AN,Chem_Fert_enuse,coal,coal,2010,non-energy,219.0909474
AP,Chem_Fert_enuse,coal,coal,2010,non-energy,219.0909474
AR,Chem_Fert_enuse,coal,coal,2010,non-energy,218.5530874
AS,Chem_Fert_enuse,coal,coal,2010,non-energy,218.5530874
BR,Chem_Fert_enuse,coal,coal,2010,non-energy,218.8698574
CG,Chem_Fert_enuse,coal,coal,2010,non-energy,219.0803674
CH,Chem_Fert_enuse,coal,coal,2010,non-energy,218.6925274
DD,Chem_Fert_enuse,coal,coal,2010,non-energy,219.0803674
DL,Chem_Fert_enuse,coal,coal,2010,non-energy,218.6925274
DN,Chem_Fert_enuse,coal,coal,2010,non-energy,219.0803674
GA,Chem_Fert_enuse,coal,coal,2010,non-energy,219.0803674
GJ,Chem_Fert_enuse,coal,coal,2010,non-energy,214.3509087
HP,Chem_Fert_enuse,coal,coal,2010,non-energy,218.6925274
HR,Chem_Fert_enuse,coal,coal,2010,non-energy,218.6925274
JH,Chem_Fert_enuse,coal,coal,2010,non-energy,218.8698574
JK,Chem_Fert_enuse,coal,coal,2010,non-energy,218.6925274
KA,Chem_Fert_enuse,coal,coal,2010,non-energy,219.0909474
KL,Chem_Fert_enuse,coal,coal,2010,non-energy,219.0909474
LA,Chem_Fert_enuse,coal,coal,2010,non-energy,218.6925274
LD,Chem_Fert_enuse,coal,coal,2010,non-energy,219.0909474
MH,Chem_Fert_enuse,coal,coal,2010,non-energy,219.0803674
ML,Chem_Fert_enuse,coal,coal,2010,non-energy,218.5530874
MN,Chem_Fert_enuse,coal,coal,2010,non-energy,218.5530874
MP,Chem_Fert_enuse,coal,coal,2010,non-energy,219.0803674
MZ,Chem_Fert_enuse,coal,coal,2010,non-energy,218.5530874
NL,Chem_Fert_enuse,coal,coal,2010,non-energy,218.5530874
OD,Chem_Fert_enuse,coal,coal,2010,non-energy,340.5313731
PB,Chem_Fert_enuse,coal,coal,2010,non-energy,218.6925274
PC,Chem_Fert_enuse,coal,coal,2010,non-energy,219.0909474
RJ,Chem_Fert_enuse,coal,coal,2010,non-energy,218.6925274
SK,Chem_Fert_enuse,coal,coal,2010,non-energy,218.8698574
TN,Chem_Fert_enuse,coal,coal,2010,non-energy,256.7682382
TR,Chem_Fert_enuse,coal,coal,2010,non-energy,218.5530874
TS,Chem_Fert_enuse,coal,coal,2010,non-energy,219.0909474
UK,Chem_Fert_enuse,coal,coal,2010,non-energy,214.0801491
UP,Chem_Fert_enuse,coal,coal,2010,non-energy,279.21629
WB,Chem_Fert_enuse,coal,coal,2010,non-energy,218.8698574
AN,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,549.3675735
AP,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,549.3675735
AR,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,548.8297135
AS,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,548.8297135
BR,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,549.1464835
CG,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,549.3569935
CH,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,548.9691535
DD,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,549.3569935
DL,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,548.9691535
DN,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,549.3569935
GA,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,549.3569935
GJ,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,537.5333468
HP,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,548.9691535
HR,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,548.9691535
JH,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,549.1464835
JK,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,548.9691535
KA,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,549.3675735
KL,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,549.3675735
LA,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,548.9691535
LD,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,549.3675735
MH,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,549.3569935
ML,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,548.8297135
MN,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,548.8297135
MP,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,549.3569935
MZ,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,548.8297135
NL,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,548.8297135
OD,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,853.3002728
PB,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,548.9691535
PC,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,549.3675735
RJ,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,548.9691535
SK,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,549.1464835
TN,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,643.5608006
TR,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,548.8297135
TS,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,549.3675735
UK,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,537.4382077
UP,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,700.27856
WB,Chem_Fert_enuse,coal,coal cogen,2010,non-energy,549.1464835
AN,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7886119
AP,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7886119
AR,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7644919
AS,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7644919
BR,Chem_Fert_enuse,gas,gas,2010,non-energy,244.4743519
CG,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7237019
CH,Chem_Fert_enuse,gas,gas,2010,non-energy,244.5646819
DD,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7237019
DL,Chem_Fert_enuse,gas,gas,2010,non-energy,244.5646819
DN,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7237019
GA,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7237019
GJ,Chem_Fert_enuse,gas,gas,2010,non-energy,247.9843797
HP,Chem_Fert_enuse,gas,gas,2010,non-energy,244.5646819
HR,Chem_Fert_enuse,gas,gas,2010,non-energy,244.5646819
JH,Chem_Fert_enuse,gas,gas,2010,non-energy,244.4743519
JK,Chem_Fert_enuse,gas,gas,2010,non-energy,244.5646819
KA,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7886119
KL,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7886119
LA,Chem_Fert_enuse,gas,gas,2010,non-energy,244.5646819
LD,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7886119
MH,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7237019
ML,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7644919
MN,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7644919
MP,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7237019
MZ,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7644919
NL,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7644919
OD,Chem_Fert_enuse,gas,gas,2010,non-energy,380.7130022
PB,Chem_Fert_enuse,gas,gas,2010,non-energy,244.5646819
PC,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7886119
RJ,Chem_Fert_enuse,gas,gas,2010,non-energy,244.5646819
SK,Chem_Fert_enuse,gas,gas,2010,non-energy,244.4743519
TN,Chem_Fert_enuse,gas,gas,2010,non-energy,289.3764901
TR,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7644919
TS,Chem_Fert_enuse,gas,gas,2010,non-energy,244.7886119
UK,Chem_Fert_enuse,gas,gas,2010,non-energy,245.3446851
UP,Chem_Fert_enuse,gas,gas,2010,non-energy,307.4804622
WB,Chem_Fert_enuse,gas,gas,2010,non-energy,244.4743519
AN,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.9308798
AP,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.9308798
AR,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.9067598
AS,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.9067598
BR,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.6166198
CG,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.8659698
CH,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.7069498
DD,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.8659698
DL,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.7069498
DN,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.8659698
GA,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.8659698
GJ,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,626.0176642
HP,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.7069498
HR,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.7069498
JH,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.6166198
JK,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.7069498
KA,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.9308798
KL,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.9308798
LA,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.7069498
LD,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.9308798
MH,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.8659698
ML,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.9067598
MN,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.9067598
MP,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.8659698
MZ,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.9067598
NL,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.9067598
OD,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,958.2132456
PB,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.7069498
PC,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.9308798
RJ,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.7069498
SK,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.6166198
TN,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,729.4005753
TR,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.9067598
TS,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.9308798
UK,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,619.6569578
UP,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,774.9964004
WB,Chem_Fert_enuse,gas,gas cogen,2010,non-energy,617.6166198
AN,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
AP,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
AR,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
AS,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
BR,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
CG,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
CH,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
DD,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
DL,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
DN,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
GA,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
GJ,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,272.0221897
HP,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
HR,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
JH,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
JK,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
KA,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
KL,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
LA,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
LD,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
MH,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
ML,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
MN,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
MP,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
MZ,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
NL,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
OD,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,405.0001622
PB,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
PC,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
RJ,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
SK,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
TN,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,313.3493901
TR,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
TS,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
UK,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,269.5415151
UP,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,331.6772922
WB,Chem_Fert_enuse,hydrogen,hydrogen,2010,non-energy,268.7615119
AN,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
AP,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
AR,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
AS,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
BR,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
CG,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
CH,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
DD,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
DL,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
DN,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
GA,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
GJ,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,680.0554742
HP,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
HR,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
JH,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
JK,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
KA,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
KL,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
LA,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
LD,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
MH,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
ML,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
MN,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
MP,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
MZ,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
NL,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
OD,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,1012.500406
PB,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
PC,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
RJ,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
SK,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
TN,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,783.3734753
TR,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
TS,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
UK,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,673.8537878
UP,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,829.1932304
WB,Chem_Fert_enuse,hydrogen,hydrogen cogen,2010,non-energy,671.9037798
AN,Chem_Fert_enuse,refined liquids,refined liquids,2010,non-energy,230.8493656
AP,Chem_Fert_enuse,refined liquids,refined liquids,2010,non-energy,230.8493656
AR,Chem_Fert_enuse,refined liquids,refined liquids,2010,non-energy,230.8493656
AS,Chem_Fert_enuse,refined liquids,refined liquids,2010,non-energy,230.8493656
BR,Chem_Fert_enuse,refined liquids,refined liquids,2010,non-energy,230.8493656
CG,Chem_Fert_enuse,refined liquids,refined liquids,2010,non-energy,230.8493656
CH,Chem_Fert_enuse,refined liquids,refined liquids,2010,non-energy,230.8493656
DD,Chem_Fert_enuse,refined liquids,refined liquids,2010,non-energy,230.8493656
DL,Chem_Fert_enuse,refined liquids,refined liquids,2010,non-energy,230.8493656
DN,Chem_Fert_enuse,refined liquids,refined liquids,2010,non-energy,230.8493656
GA,Chem_Fert_enuse,refined liquids,refined liquids,2010,non-energy,230.8493656
GJ,Chem_Fert_enuse,refined liquids,refined liquids,2010,non-energy,235.8657573
