INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionTechEff,,,,,,
,,,,,,
Region,sector.name,subsector.name,technology,year,minicam.energy.input,efficiency
LD,electricity,coal,coal (conv pul),2085,regional coal,0.4
MH,electricity,coal,coal (conv pul),2085,regional coal,0.4
ML,electricity,coal,coal (conv pul),2085,regional coal,0.4
MN,electricity,coal,coal (conv pul),2085,regional coal,0.4
MP,electricity,coal,coal (conv pul),2085,regional coal,0.4
MZ,electricity,coal,coal (conv pul),2085,regional coal,0.4
NL,electricity,coal,coal (conv pul),2085,regional coal,0.4
OD,electricity,coal,coal (conv pul),2085,regional coal,0.4
PB,electricity,coal,coal (conv pul),2085,regional coal,0.4
PC,electricity,coal,coal (conv pul),2085,regional coal,0.4
RJ,electricity,coal,coal (conv pul),2085,regional coal,0.4
SK,electricity,coal,coal (conv pul),2085,regional coal,0.4
TN,electricity,coal,coal (conv pul),2085,regional coal,0.4
TR,electricity,coal,coal (conv pul),2085,regional coal,0.4
TS,electricity,coal,coal (conv pul),2085,regional coal,0.4
UK,electricity,coal,coal (conv pul),2085,regional coal,0.4
UP,electricity,coal,coal (conv pul),2085,regional coal,0.4
WB,electricity,coal,coal (conv pul),2085,regional coal,0.4
AN,electricity,coal,coal (conv pul),2090,regional coal,0.4
AP,electricity,coal,coal (conv pul),2090,regional coal,0.4
AR,electricity,coal,coal (conv pul),2090,regional coal,0.4
AS,electricity,coal,coal (conv pul),2090,regional coal,0.4
BR,electricity,coal,coal (conv pul),2090,regional coal,0.4
CG,electricity,coal,coal (conv pul),2090,regional coal,0.4
CH,electricity,coal,coal (conv pul),2090,regional coal,0.4
DD,electricity,coal,coal (conv pul),2090,regional coal,0.4
DL,electricity,coal,coal (conv pul),2090,regional coal,0.4
DN,electricity,coal,coal (conv pul),2090,regional coal,0.4
GA,electricity,coal,coal (conv pul),2090,regional coal,0.4
GJ,electricity,coal,coal (conv pul),2090,regional coal,0.4
HP,electricity,coal,coal (conv pul),2090,regional coal,0.4
HR,electricity,coal,coal (conv pul),2090,regional coal,0.4
JH,electricity,coal,coal (conv pul),2090,regional coal,0.4
JK,electricity,coal,coal (conv pul),2090,regional coal,0.4
KA,electricity,coal,coal (conv pul),2090,regional coal,0.4
KL,electricity,coal,coal (conv pul),2090,regional coal,0.4
LA,electricity,coal,coal (conv pul),2090,regional coal,0.4
LD,electricity,coal,coal (conv pul),2090,regional coal,0.4
MH,electricity,coal,coal (conv pul),2090,regional coal,0.4
ML,electricity,coal,coal (conv pul),2090,regional coal,0.4
MN,electricity,coal,coal (conv pul),2090,regional coal,0.4
MP,electricity,coal,coal (conv pul),2090,regional coal,0.4
MZ,electricity,coal,coal (conv pul),2090,regional coal,0.4
NL,electricity,coal,coal (conv pul),2090,regional coal,0.4
OD,electricity,coal,coal (conv pul),2090,regional coal,0.4
PB,electricity,coal,coal (conv pul),2090,regional coal,0.4
PC,electricity,coal,coal (conv pul),2090,regional coal,0.4
RJ,electricity,coal,coal (conv pul),2090,regional coal,0.4
SK,electricity,coal,coal (conv pul),2090,regional coal,0.4
TN,electricity,coal,coal (conv pul),2090,regional coal,0.4
TR,electricity,coal,coal (conv pul),2090,regional coal,0.4
TS,electricity,coal,coal (conv pul),2090,regional coal,0.4
UK,electricity,coal,coal (conv pul),2090,regional coal,0.4
UP,electricity,coal,coal (conv pul),2090,regional coal,0.4
WB,electricity,coal,coal (conv pul),2090,regional coal,0.4
AN,electricity,coal,coal (conv pul),2095,regional coal,0.4
AP,electricity,coal,coal (conv pul),2095,regional coal,0.4
AR,electricity,coal,coal (conv pul),2095,regional coal,0.4
AS,electricity,coal,coal (conv pul),2095,regional coal,0.4
BR,electricity,coal,coal (conv pul),2095,regional coal,0.4
CG,electricity,coal,coal (conv pul),2095,regional coal,0.4
CH,electricity,coal,coal (conv pul),2095,regional coal,0.4
DD,electricity,coal,coal (conv pul),2095,regional coal,0.4
DL,electricity,coal,coal (conv pul),2095,regional coal,0.4
DN,electricity,coal,coal (conv pul),2095,regional coal,0.4
GA,electricity,coal,coal (conv pul),2095,regional coal,0.4
GJ,electricity,coal,coal (conv pul),2095,regional coal,0.4
HP,electricity,coal,coal (conv pul),2095,regional coal,0.4
HR,electricity,coal,coal (conv pul),2095,regional coal,0.4
JH,electricity,coal,coal (conv pul),2095,regional coal,0.4
JK,electricity,coal,coal (conv pul),2095,regional coal,0.4
KA,electricity,coal,coal (conv pul),2095,regional coal,0.4
KL,electricity,coal,coal (conv pul),2095,regional coal,0.4
LA,electricity,coal,coal (conv pul),2095,regional coal,0.4
LD,electricity,coal,coal (conv pul),2095,regional coal,0.4
MH,electricity,coal,coal (conv pul),2095,regional coal,0.4
ML,electricity,coal,coal (conv pul),2095,regional coal,0.4
MN,electricity,coal,coal (conv pul),2095,regional coal,0.4
MP,electricity,coal,coal (conv pul),2095,regional coal,0.4
MZ,electricity,coal,coal (conv pul),2095,regional coal,0.4
NL,electricity,coal,coal (conv pul),2095,regional coal,0.4
OD,electricity,coal,coal (conv pul),2095,regional coal,0.4
PB,electricity,coal,coal (conv pul),2095,regional coal,0.4
PC,electricity,coal,coal (conv pul),2095,regional coal,0.4
RJ,electricity,coal,coal (conv pul),2095,regional coal,0.4
SK,electricity,coal,coal (conv pul),2095,regional coal,0.4
TN,electricity,coal,coal (conv pul),2095,regional coal,0.4
TR,electricity,coal,coal (conv pul),2095,regional coal,0.4
TS,electricity,coal,coal (conv pul),2095,regional coal,0.4
UK,electricity,coal,coal (conv pul),2095,regional coal,0.4
UP,electricity,coal,coal (conv pul),2095,regional coal,0.4
WB,electricity,coal,coal (conv pul),2095,regional coal,0.4
AN,electricity,coal,coal (conv pul),2100,regional coal,0.4
AP,electricity,coal,coal (conv pul),2100,regional coal,0.4
AR,electricity,coal,coal (conv pul),2100,regional coal,0.4
AS,electricity,coal,coal (conv pul),2100,regional coal,0.4
BR,electricity,coal,coal (conv pul),2100,regional coal,0.4
CG,electricity,coal,coal (conv pul),2100,regional coal,0.4
CH,electricity,coal,coal (conv pul),2100,regional coal,0.4
DD,electricity,coal,coal (conv pul),2100,regional coal,0.4
DL,electricity,coal,coal (conv pul),2100,regional coal,0.4
DN,electricity,coal,coal (conv pul),2100,regional coal,0.4
GA,electricity,coal,coal (conv pul),2100,regional coal,0.4
GJ,electricity,coal,coal (conv pul),2100,regional coal,0.4
HP,electricity,coal,coal (conv pul),2100,regional coal,0.4
HR,electricity,coal,coal (conv pul),2100,regional coal,0.4
JH,electricity,coal,coal (conv pul),2100,regional coal,0.4
JK,electricity,coal,coal (conv pul),2100,regional coal,0.4
KA,electricity,coal,coal (conv pul),2100,regional coal,0.4
KL,electricity,coal,coal (conv pul),2100,regional coal,0.4
LA,electricity,coal,coal (conv pul),2100,regional coal,0.4
LD,electricity,coal,coal (conv pul),2100,regional coal,0.4
MH,electricity,coal,coal (conv pul),2100,regional coal,0.4
ML,electricity,coal,coal (conv pul),2100,regional coal,0.4
MN,electricity,coal,coal (conv pul),2100,regional coal,0.4
MP,electricity,coal,coal (conv pul),2100,regional coal,0.4
MZ,electricity,coal,coal (conv pul),2100,regional coal,0.4
NL,electricity,coal,coal (conv pul),2100,regional coal,0.4
OD,electricity,coal,coal (conv pul),2100,regional coal,0.4
PB,electricity,coal,coal (conv pul),2100,regional coal,0.4
PC,electricity,coal,coal (conv pul),2100,regional coal,0.4
RJ,electricity,coal,coal (conv pul),2100,regional coal,0.4
SK,electricity,coal,coal (conv pul),2100,regional coal,0.4
TN,electricity,coal,coal (conv pul),2100,regional coal,0.4
TR,electricity,coal,coal (conv pul),2100,regional coal,0.4
TS,electricity,coal,coal (conv pul),2100,regional coal,0.4
UK,electricity,coal,coal (conv pul),2100,regional coal,0.4
UP,electricity,coal,coal (conv pul),2100,regional coal,0.4
WB,electricity,coal,coal (conv pul),2100,regional coal,0.4
AN,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
AP,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
AR,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
AS,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
BR,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
CG,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
CH,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
DD,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
DL,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
DN,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
GA,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
GJ,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
HP,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
HR,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
JH,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
JK,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
KA,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
KL,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
LA,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
LD,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
MH,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
ML,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
MN,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
MP,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
MZ,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
NL,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
OD,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
PB,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
PC,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
RJ,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
SK,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
TN,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
TR,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
TS,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
UK,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
UP,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
WB,electricity,coal,coal (IGCC CCS),2015,regional coal,0.41
AN,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
AP,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
AR,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
AS,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
BR,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
CG,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
CH,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
DD,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
DL,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
DN,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
GA,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
GJ,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
HP,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
HR,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
JH,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
JK,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
KA,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
KL,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
LA,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
LD,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
MH,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
ML,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
MN,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
MP,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
MZ,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
NL,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
OD,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
PB,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
PC,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
RJ,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
SK,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
TN,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
TR,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
TS,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
UK,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
UP,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
WB,electricity,coal,coal (IGCC CCS),2020,regional coal,0.42
AN,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
AP,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
AR,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
AS,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
BR,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
CG,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
CH,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
DD,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
DL,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
DN,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
GA,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
GJ,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
HP,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
HR,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
JH,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
JK,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
KA,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
KL,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
LA,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
LD,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
MH,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
ML,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
MN,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
MP,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
MZ,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
NL,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
OD,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
PB,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
PC,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
RJ,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
SK,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
TN,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
TR,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
TS,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
UK,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
UP,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
WB,electricity,coal,coal (IGCC CCS),2025,regional coal,0.43
AN,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
AP,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
AR,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
AS,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
BR,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
CG,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
CH,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
DD,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
DL,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
DN,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
GA,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
GJ,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
HP,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
HR,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
JH,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
JK,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
KA,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
KL,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
LA,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
LD,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
MH,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
ML,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
MN,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
MP,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
MZ,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
NL,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
OD,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
PB,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
PC,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
RJ,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
SK,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
TN,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
TR,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
TS,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
UK,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
UP,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
WB,electricity,coal,coal (IGCC CCS),2030,regional coal,0.44
AN,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
AP,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
AR,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
AS,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
BR,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
CG,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
CH,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
DD,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
DL,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
DN,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
GA,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
GJ,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
HP,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
HR,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
JH,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
JK,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
KA,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
KL,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
LA,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
LD,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
MH,electricity,coal,coal (IGCC CCS),2035,regional coal,0.455
